0.0114572 28405.9
0.0229144 5971.61
0.0343716 2398.21
0.0458287 1255.38
0.0572859 759.848
0.0687431 504.16
0.0802003 356.401
0.0916575 263.911
0.103115 202.471
0.114572 159.738
0.126029 128.907
0.137486 105.987
0.148943 88.5191
0.160401 74.924
0.171858 64.1511
0.183315 55.4803
0.194772 48.406
0.206229 42.5644
0.217687 37.6889
0.229144 33.5809
0.240601 30.0896
0.252058 27.0993
0.263515 24.5201
0.274972 22.2809
0.28643 20.3256
0.297887 18.6088
0.309344 17.0939
0.320801 15.7509
0.332258 14.5551
0.343716 13.4861
0.355173 12.527
0.36663 11.6633
0.378087 10.8831
0.389544 10.1761
0.401001 9.53359
0.412459 8.94805
0.423916 8.41503
0.435373 7.92528
0.44683 7.47575
0.458287 7.06221
0.469745 6.68096
0.481202 6.32886
0.492659 6.00303
0.504116 5.70097
0.515573 5.42047
0.527031 5.1596
0.538488 4.91657
0.549945 4.68986
0.561402 4.47806
0.572859 4.27992
0.584316 4.09434
0.595774 3.92029
0.607231 3.75688
0.618688 3.60328
0.630145 3.45874
0.641602 3.32259
0.65306 3.19423
0.664517 3.07309
0.675974 2.95866
0.687431 2.85049
0.698888 2.74814
0.710345 2.65123
0.721803 2.5594
0.73326 2.47233
0.744717 2.38972
0.756174 2.31129
0.767631 2.2368
0.779089 2.16598
0.790546 2.09864
0.802003 2.03457
0.81346 1.97358
0.824917 1.91551
0.836374 1.86017
0.847832 1.80743
0.859289 1.75713
0.870746 1.70914
0.882203 1.66334
0.89366 1.61958
0.905118 1.57776
0.916575 1.53776
0.928032 1.49946
0.939489 1.46275
0.950946 1.42753
0.962404 1.39369
0.973861 1.36111
0.985318 1.3297
0.996775 1.29936

