-4.9  .9998470652
-4.8  .9998165909
-4.7  .9997801194
-4.6  .9997364889
-4.5  .9996843164
-4.4  .9996219584
-4.3  .9995474622
-4.2  .9994585095
-4.1  .9993523506
-4.0  .9992257260
-3.9  .9990747771
-3.8  .9988949394
-3.7  .9986808191
-3.6  .9984260498
-3.5  .9981231254
-3.4  .9977632081
-3.3  .9973359063
-3.2  .9968290178
-3.1  .9962282378
-3.0  .9955168242
-2.9    .9946752182     
-2.8    .9936806147
-2.7    .9925064781
-2.6    .9911220082
-2.5    .9894915367
-2.4    .9875738756
-2.3    .9853216067
-2.2    .9826803126
-2.1    .9795877751
-2.0    .9759731394
-1.9    .9717560751
-1.8    .9668459610
-1.7    .9611411363
-1.6    .9545282726
-1.5    .9468819346
-1.4    .9380644206
-1.3    .9279259866
-1.2    .9163055834
-1.1    .9030322540
-1.0    .8879273606
-.9    .8708078243 
-.8    .8514905606 
-.7    .8297982964 
-.6    .8055669184 
-.5    .7786544523 
-.4    .7489516756 
-.3    .7163942439 
-.2    .6809760126 
-.1    .6427630104 
0.    .6019072302  
.1    .5586590911  
.2    .5133771010  
.3    .4665329809  
.4    .4187103518  
.5    .3705951228  
.6    .3229560594  
.7    .2766147103  
.8    .2324050146  
.9    .1911244190  
1.0   .1534801287
1.1  .1200358597
1.2  .9116580859e-1
1.3  .6702297985e-1
1.4  .4752812193e-1
1.5  .3238305925e-1
1.6  .2110836262e-1
1.7  .1310072660e-1
1.8  .7701232468e-2
1.9  .4263158389e-2
2.0  .2208152121e-2
