-1.9 .5494936175e-1
-1.8 .6552086064e-1
-1.7 .7787958967e-1
-1.6 .9224015163e-1
-1.5 .1088072168
-1.4 .1277554971
-1.3 .1492000875
-1.2 .1731539870
-1.1 .1994692601
-1.0 .2277586654
-.9 .2572965503
-.8 .2869029760
-.7 .3148256530
-.6 .3386530733
-.5 .3553205748
-.4 .3613049692
-.3 .3531255340
-.2 .3282400137
-.1 .2862824376
0. .2302888114
.1 .1671684213
.2 .1065258424
.3 .5754999153e-1
.4 .2522632380e-1
.5 .8489207572e-2
.6 .2045811266e-2
.7 .3234685348e-3
.8 .3005679661e-4
.9 .1429005913e-5
1.0 .2920186852e-7
